,Ano Evento,Mês Evento,Subestação Hier.Geoelétrica,Alimentador Hier.Geoelétrica,Bloco Alimentador Hier.Geoelétrica,Transformador Hier.Geoelétrica,Pot,Cod Grupo Causa GPO,Grupo Causa GPO,Cod Causa Evento,Causa Evento,DIC Transformador,FIC Transformador,Duração
1649,2012,02/2012,MGB,MGB-L7,2052,481,45.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,403.87692,114.0,3.54278
1650,2012,03/2012,MGB,MGB-L7,2052,481,45.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,3.0,1.0,0.0
1651,2012,07/2012,MGB,MGB-L7,2052,481,45.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,134.76684,52.0,2.59167
1652,2012,12/2012,MGB,MGB-L7,2052,481,45.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C288,PRESTES A SE ROMPER,435.9996,120.0,3.63333
1653,2013,07/2013,MGB,MGB-L7,2052,481,45.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C195,VAZAMENTO DE ÓLEO / ,291.52123,143.0,2.03861
1654,2014,02/2014,MGB,MGB-L7,69950,481,45.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C287,PARTIDO NA CONEXÃO,86.99119,143.0,0.60833
1655,2014,03/2014,MGB,MGB-L7,69950,481,45.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C287,PARTIDO NA CONEXÃO,3.0,1.0,0.0
1656,2014,04/2014,MGB,MGB-L7,69950,481,45.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C394,DESARME POR DESREGUL,273.08285,145.0,1.88333
1657,2014,12/2014,MGB,MGB-L7,69950,481,45.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C287,PARTIDO NA CONEXÃO,3.0,1.0,0.0
1658,2014,12/2014,MGB,MGB-L7,69950,481,45.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C394,DESARME POR DESREGUL,3.0,1.0,0.0
1659,2014,12/2014,MGB,MGB-L7,69950,481,45.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,488.58381,143.0,3.4166700000000003
1660,2012,04/2012,TBU,TBU-L1,0483,483,75.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C281,PARTIDO NA FASE,0.20111,1.0,0.20111
1661,2012,07/2012,TBU,TBU-L1,0483,483,75.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,0.9325,1.0,0.9325
1662,2013,07/2013,TBU,TBU-L1,0483,483,75.0,3,SUBESTAÇÃO NÃO PROGRAMADA,C071,FALHA EM DISJUNTOR,4.27196,7.0,0.61028
1663,2013,08/2013,TBU,TBU-L1,0483,483,75.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C285,PARTIDO NA EMENDA,8.01696,7.0,1.1452799999999999
1664,2012,08/2012,BSA,BSA-L2,0485,485,75.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,17.44413,11.0,1.58583
1665,2012,08/2012,BSA,BSA-L2,0485,485,75.0,3,SUBESTAÇÃO NÃO PROGRAMADA,C080,FALHA EM CHAVE SECCI,3.21134,11.0,0.29194
1666,2012,01/2012,BSA,BSA-L3,10991,487,45.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C281,PARTIDO NA FASE,0.69917,2.0,0.349585
1667,2012,08/2012,BSA,BSA-L3,10991,487,45.0,3,SUBESTAÇÃO NÃO PROGRAMADA,C080,FALHA EM CHAVE SECCI,0.29167,1.0,0.29167
1668,2014,01/2014,BSA,BSA-L3,10991,487,45.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C283,ENTRELAÇADO,0.57389,1.0,0.57389
1669,2014,02/2014,BSA,BSA-L3,10991,487,45.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C326,JUMPER CHAVE FUSÍVEL,0.08056,1.0,0.08056
1670,2014,02/2014,BSA,BSA-L3,10991,487,45.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,1.40944,1.0,1.40944
1671,2014,12/2014,BSA,BSA-L3,10991,487,45.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,1.41972,0.0,0.0
1672,2012,08/2012,TBU,TBU-L4,0489,489,300.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C322,JUMPER BT,35.20405,35.0,1.00583
1673,2013,07/2013,TBU,TBU-L4,0489,489,300.0,3,SUBESTAÇÃO NÃO PROGRAMADA,C071,FALHA EM DISJUNTOR,23.82905,35.0,0.6808299999999999
1674,2013,09/2013,TBU,TBU-L4,0489,489,300.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,75.39595,35.0,2.15417
1675,2014,03/2014,TBU,TBU-L4,0489,489,300.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C326,JUMPER CHAVE FUSÍVEL,32.50135,35.0,0.92861
1676,2012,04/2012,TBU,TBU-L1,0179,490,45.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C281,PARTIDO NA FASE,11.26216,56.0,0.20110999999999998
1677,2012,07/2012,TBU,TBU-L1,0179,490,45.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,52.22,56.0,0.9325
1678,2013,07/2013,TBU,TBU-L1,0179,490,45.0,3,SUBESTAÇÃO NÃO PROGRAMADA,C071,FALHA EM DISJUNTOR,34.17568,56.0,0.61028
1679,2013,08/2013,TBU,TBU-L1,0179,490,45.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C285,PARTIDO NA EMENDA,65.28096,57.0,1.1452799999999999
1680,2013,11/2013,TBU,TBU-L1,0179,490,45.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C196,SOBRETENSÃO,89.30019,57.0,1.56667
1681,2014,02/2014,TBU,TBU-L1,0179,490,45.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C271,PARTIDO NA FASE,186.20019,57.0,3.26667
1682,2014,05/2014,TBU,TBU-L1,0179,490,45.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C181,PARA-RAIOS CURTO-CIR,353.73352,56.0,6.31667
1683,2012,08/2012,TBU,TBU-L4,5524,494,45.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C322,JUMPER BT,13.07579,13.0,1.00583
1684,2013,07/2013,TBU,TBU-L4,5524,494,45.0,3,SUBESTAÇÃO NÃO PROGRAMADA,C071,FALHA EM DISJUNTOR,8.85079,13.0,0.68083
1685,2013,09/2013,TBU,TBU-L4,5524,494,45.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,28.00421,13.0,2.15417
1686,2014,03/2014,TBU,TBU-L4,5524,494,45.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C326,JUMPER CHAVE FUSÍVEL,12.07193,13.0,0.92861
1687,2014,12/2014,TBU,TBU-L4,5524,494,45.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C324,FLY-TAP AT,24.49057,13.0,1.88389
1688,2012,06/2012,CPX,CPX-L5,0495,495,75.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C281,PARTIDO NA FASE,1.045,1.0,1.045
1689,2012,08/2012,CPX,CPX-L5,0495,495,75.0,3,SUBESTAÇÃO NÃO PROGRAMADA,C080,FALHA EM CHAVE SECCI,0.49111,1.0,0.49111
1690,2013,07/2013,CPX,CPX-L5,0495,495,75.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C283,ENTRELAÇADO,1.29417,1.0,1.29417
1691,2013,10/2013,CPX,CPX-L5,0495,495,75.0,3,SUBESTAÇÃO NÃO PROGRAMADA,C073,FALHA DE CONEXÃO,0.09806,1.0,0.09806
1692,2013,02/2013,TBU,TBU-L3,0497,497,1000.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,1.21472,1.0,1.21472
1693,2013,07/2013,TBU,TBU-L3,0497,497,1000.0,3,SUBESTAÇÃO NÃO PROGRAMADA,C071,FALHA EM DISJUNTOR,0.08333,1.0,0.08333
1694,2013,08/2013,TBU,TBU-L3,0497,497,1000.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C283,ENTRELAÇADO,0.39167,1.0,0.39167
1695,2013,09/2013,TBU,TBU-L3,0497,497,1000.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C397,FERRAGENS FOLGADAS/D,0.84889,2.0,0.424445
1696,2012,06/2012,CPX,CPX-L5,0498,498,75.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C281,PARTIDO NA FASE,26.26239,33.0,0.79583
1697,2012,08/2012,CPX,CPX-L5,0498,498,75.0,3,SUBESTAÇÃO NÃO PROGRAMADA,C080,FALHA EM CHAVE SECCI,16.20663,33.0,0.49111
1698,2013,02/2013,CPX,CPX-L5,0498,498,75.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C181,PARA-RAIOS CURTO-CIR,211.75011,33.0,6.41667
1699,2013,07/2013,CPX,CPX-L5,0498,498,75.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C283,ENTRELAÇADO,42.70761,33.0,1.29417
1700,2013,09/2013,CPX,CPX-L5,0498,498,75.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,50.61837,33.0,1.53389
1701,2013,10/2013,CPX,CPX-L5,0498,498,75.0,3,SUBESTAÇÃO NÃO PROGRAMADA,C073,FALHA DE CONEXÃO,3.23598,33.0,0.09806000000000001
1702,2012,07/2012,TBU,TBU-L5,0500,500,75.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,14.50939,49.0,0.29611
1703,2012,08/2012,TBU,TBU-L5,0500,500,75.0,13,DISTRIBUIÇÃO NÃO PROGRAMADA - FENOMENOS NATURAIS,C293,INUNDAÇÃO,76.87561,49.0,1.56889
1704,2013,07/2013,TBU,TBU-L5,0500,500,75.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,47.87006,49.0,0.97694
1705,2013,07/2013,TBU,TBU-L5,0500,500,75.0,3,SUBESTAÇÃO NÃO PROGRAMADA,C071,FALHA EM DISJUNTOR,85.17817,98.0,0.869165
1706,2012,04/2012,TBU,TBU-L5,100067,502,45.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C324,FLY-TAP AT,0.78917,1.0,0.78917
1707,2012,07/2012,TBU,TBU-L5,100067,502,45.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,0.29611,1.0,0.29611
1708,2012,08/2012,TBU,TBU-L5,100067,502,45.0,13,DISTRIBUIÇÃO NÃO PROGRAMADA - FENOMENOS NATURAIS,C293,INUNDAÇÃO,1.56889,1.0,1.56889
1709,2013,07/2013,TBU,TBU-L5,100067,502,45.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C464,DEFEITO EM RELIGADOR,2.98917,1.0,2.98917
1710,2013,07/2013,TBU,TBU-L5,100067,502,45.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,2.43861,1.0,2.43861
1711,2013,08/2013,TBU,TBU-L5,100067,502,45.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,1.74222,1.0,1.74222
1712,2014,03/2014,TBU,TBU-L5,100067,502,45.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C391,ISOLADOR DANIFICADO,1.63056,1.0,1.63056
1713,2014,08/2014,TBU,TBU-L5,100067,502,45.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C224,ISOLADOR SUSPENSÃO D,0.53472,1.0,0.53472
1714,2013,02/2013,TBU,TBU-L3,0501,503,150.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,35.22688,29.0,1.21472
1715,2013,07/2013,TBU,TBU-L3,0501,503,150.0,3,SUBESTAÇÃO NÃO PROGRAMADA,C071,FALHA EM DISJUNTOR,2.41657,29.0,0.08333
1716,2013,08/2013,TBU,TBU-L3,0501,503,150.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C283,ENTRELAÇADO,39.39157,29.0,1.35833
1717,2013,09/2013,TBU,TBU-L3,0501,503,150.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C397,FERRAGENS FOLGADAS/D,24.61781,58.0,0.42444499999999996
1718,2013,02/2013,TBU,TBU-L3,0504,504,150.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,25.50912,21.0,1.21472
1719,2013,07/2013,TBU,TBU-L3,0504,504,150.0,3,SUBESTAÇÃO NÃO PROGRAMADA,C071,FALHA EM DISJUNTOR,1.74993,21.0,0.08333
1720,2013,08/2013,TBU,TBU-L3,0504,504,150.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C283,ENTRELAÇADO,28.52493,21.0,1.35833
1721,2013,09/2013,TBU,TBU-L3,0504,504,150.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C397,FERRAGENS FOLGADAS/D,17.82669,42.0,0.42444499999999996
1722,2012,08/2012,TBU,TBU-L4,0380,505,45.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C322,JUMPER BT,29.1735,25.0,1.16694
1723,2013,07/2013,TBU,TBU-L4,0380,505,45.0,3,SUBESTAÇÃO NÃO PROGRAMADA,C071,FALHA EM DISJUNTOR,17.02075,25.0,0.6808299999999999
1724,2013,09/2013,TBU,TBU-L4,0380,505,45.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,14.5765,25.0,0.58306
1725,2014,03/2014,TBU,TBU-L4,100049,505,45.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C326,JUMPER CHAVE FUSÍVEL,25.25,25.0,1.01
1726,2014,12/2014,TBU,TBU-L4,100049,505,45.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C324,FLY-TAP AT,34.236,25.0,1.36944
1727,2013,02/2013,TBU,TBU-L3,0508,508,75.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,30.368,25.0,1.21472
1728,2013,07/2013,TBU,TBU-L3,0508,508,75.0,3,SUBESTAÇÃO NÃO PROGRAMADA,C071,FALHA EM DISJUNTOR,2.08325,25.0,0.08333
1729,2013,09/2013,TBU,TBU-L3,0508,508,75.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C397,FERRAGENS FOLGADAS/D,21.22225,50.0,0.42444499999999996
1730,2012,01/2012,BSA,BSA-L3,10991,509,112.5,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C281,PARTIDO NA FASE,88.09542,252.0,0.34958500000000003
1731,2012,03/2012,BSA,BSA-L3,10991,509,112.5,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C273,ENTRELAÇADO,289.98291,127.0,2.28333
1732,2012,04/2012,BSA,BSA-L3,10991,509,112.5,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C322,JUMPER BT,42.33291,127.0,0.33332999999999996
1733,2012,06/2012,BSA,BSA-L3,10991,509,112.5,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C322,JUMPER BT,3.0,1.0,0.0
1734,2012,08/2012,BSA,BSA-L3,10991,509,112.5,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C323,CABOS LIGAÇÃO DO TRA,93.75,125.0,0.75
1735,2012,08/2012,BSA,BSA-L3,10991,509,112.5,3,SUBESTAÇÃO NÃO PROGRAMADA,C080,FALHA EM CHAVE SECCI,36.45875,125.0,0.29167000000000004
1736,2012,10/2012,BSA,BSA-L3,10991,509,112.5,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C322,JUMPER BT,520.83375,125.0,4.16667
1737,2013,02/2013,BSA,BSA-L3,10991,509,112.5,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C278,PARTIDO NA CONEXÃO,175.68291,127.0,1.38333
1738,2013,08/2013,BSA,BSA-L3,10991,509,112.5,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C277,PARTIDO NO NEUTRO,341.99955,135.0,2.53333
1739,2013,10/2013,BSA,BSA-L3,10991,509,112.5,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C279,PRESTES A SE ROMPER,67.0,134.0,0.5
1740,2013,12/2013,BSA,BSA-L3,10991,509,112.5,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C279,PRESTES A SE ROMPER,684.53288,136.0,5.033329999999999
1741,2014,01/2014,BSA,BSA-L3,10991,509,112.5,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C283,ENTRELAÇADO,78.04904,136.0,0.57389
1742,2014,02/2014,BSA,BSA-L3,10991,509,112.5,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C326,JUMPER CHAVE FUSÍVEL,10.95616,136.0,0.08056
1743,2014,02/2014,BSA,BSA-L3,10991,509,112.5,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,191.68384,136.0,1.40944
1744,2014,04/2014,BSA,BSA-L3,10991,509,112.5,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C278,PARTIDO NA CONEXÃO,171.43287,139.0,1.23333
1745,2014,06/2014,BSA,BSA-L3,10991,509,112.5,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C322,JUMPER BT,416.30046,138.0,3.01667
1746,2014,09/2014,BSA,BSA-L3,10991,509,112.5,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C271,PARTIDO NA FASE,103.5,138.0,0.75
1747,2014,12/2014,BSA,BSA-L3,10991,509,112.5,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,194.50164,0.0,0.0
1748,2012,01/2012,BSA,BSA-L3,0469,510,112.5,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C281,PARTIDO NA FASE,32.16182,92.0,0.349585
1749,2012,06/2012,BSA,BSA-L3,0469,510,112.5,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C271,PARTIDO NA FASE,66.7,46.0,1.45
1750,2012,08/2012,BSA,BSA-L3,0469,510,112.5,3,SUBESTAÇÃO NÃO PROGRAMADA,C080,FALHA EM CHAVE SECCI,13.41682,46.0,0.29167
1751,2012,08/2012,BSA,BSA-L3,0469,510,112.5,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C279,PRESTES A SE ROMPER,467.66682,46.0,10.16667
1752,2012,09/2012,BSA,BSA-L3,0469,510,112.5,3,SUBESTAÇÃO NÃO PROGRAMADA,C080,FALHA EM CHAVE SECCI,3.0,1.0,0.0
1753,2012,09/2012,BSA,BSA-L3,0469,510,112.5,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C279,PRESTES A SE ROMPER,3.0,1.0,0.0
1754,2012,12/2012,BSA,BSA-L3,0469,510,112.5,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C271,PARTIDO NA FASE,33.29894,46.0,0.72389
1755,2013,12/2013,BSA,BSA-L3,0469,510,112.5,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C271,PARTIDO NA FASE,111.74985,45.0,2.48333
1756,2014,01/2014,BSA,BSA-L3,0469,510,112.5,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C283,ENTRELAÇADO,25.82505,45.0,0.57389
1757,2014,02/2014,BSA,BSA-L3,0469,510,112.5,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C326,JUMPER CHAVE FUSÍVEL,3.6252,45.0,0.08055999999999999
1758,2014,02/2014,BSA,BSA-L3,0469,510,112.5,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,63.4248,45.0,1.40944
1759,2014,10/2014,BSA,BSA-L3,0469,510,112.5,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C326,JUMPER CHAVE FUSÍVEL,212.66652,44.0,4.83333
1760,2014,10/2014,BSA,BSA-L3,0469,510,112.5,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C193,FALHA BUCHA DE BT,11.0,44.0,0.25
1761,2014,10/2014,BSA,BSA-L3,0469,510,112.5,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C271,PARTIDO NA FASE,194.33348,44.0,4.41667
1762,2014,12/2014,BSA,BSA-L3,0469,510,112.5,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C326,JUMPER CHAVE FUSÍVEL,3.0,1.0,0.0
1763,2014,12/2014,BSA,BSA-L3,0469,510,112.5,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C193,FALHA BUCHA DE BT,3.0,1.0,0.0
1764,2014,12/2014,BSA,BSA-L3,0469,510,112.5,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,64.66768,44.0,1.4697200000000001
1765,2014,12/2014,BSA,BSA-L3,0469,510,112.5,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C271,PARTIDO NA FASE,3.0,1.0,0.0
1766,2014,12/2014,BSA,BSA-L3,0469,510,112.5,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C283,ENTRELAÇADO,3.0,1.0,0.0
1767,2012,08/2012,TBU,TBU-L4,0512,512,112.5,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C322,JUMPER BT,27.15741,27.0,1.00583
1768,2013,07/2013,TBU,TBU-L4,0512,512,112.5,3,SUBESTAÇÃO NÃO PROGRAMADA,C071,FALHA EM DISJUNTOR,18.38241,27.0,0.68083
1769,2013,09/2013,TBU,TBU-L4,0512,512,112.5,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,58.16259,27.0,2.15417
1770,2013,11/2013,TBU,TBU-L4,0512,512,112.5,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C196,SOBRETENSÃO,8.99991,27.0,0.33333
1771,2014,03/2014,TBU,TBU-L4,0512,512,112.5,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C326,JUMPER CHAVE FUSÍVEL,25.07247,27.0,0.9286099999999999
1772,2012,08/2012,TBU,TBU-L4,0513,513,112.5,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C322,JUMPER BT,12.06996,12.0,1.00583
1773,2013,07/2013,TBU,TBU-L4,0513,513,112.5,3,SUBESTAÇÃO NÃO PROGRAMADA,C071,FALHA EM DISJUNTOR,8.85079,13.0,0.68083
1774,2013,09/2013,TBU,TBU-L4,0513,513,112.5,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,28.00421,13.0,2.15417
1775,2014,03/2014,TBU,TBU-L4,0513,513,112.5,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C326,JUMPER CHAVE FUSÍVEL,12.07193,13.0,0.92861
1776,2014,12/2014,TBU,TBU-L4,0513,513,112.5,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C324,FLY-TAP AT,24.49057,13.0,1.88389
1777,2013,02/2013,TBU,TBU-L3,0514,514,112.5,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,1.21472,1.0,1.21472
1778,2013,07/2013,TBU,TBU-L3,0514,514,112.5,3,SUBESTAÇÃO NÃO PROGRAMADA,C071,FALHA EM DISJUNTOR,0.08333,1.0,0.08333
1779,2013,08/2013,TBU,TBU-L3,0514,514,112.5,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C283,ENTRELAÇADO,0.39167,1.0,0.39167
